locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKELMNLG_00411	CDS	1242	pksS_1	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
IKELMNLG_00412	CDS	1224	ncsB3_1	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
IKELMNLG_00413	CDS	405				hypothetical protein
IKELMNLG_00414	CDS	1158	rhmD	4.2.1.90		L-rhamnonate dehydratase
IKELMNLG_00415	CDS	807				hypothetical protein
IKELMNLG_00416	CDS	1032				hypothetical protein
IKELMNLG_00417	CDS	1803	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
IKELMNLG_00418	CDS	987	lacI		COG1609	Lactose operon repressor
IKELMNLG_00419	CDS	927	lacF_2			Lactose transport system permease protein LacF
IKELMNLG_00420	CDS	951	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
IKELMNLG_00421	CDS	1356	lacE			Lactose-binding protein
IKELMNLG_00422	CDS	2046	beta-galIII	3.2.1.23		Beta-galactosidase III
IKELMNLG_00423	CDS	2076				hypothetical protein
IKELMNLG_00424	CDS	648	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
IKELMNLG_00425	CDS	792				hypothetical protein
IKELMNLG_00426	CDS	186				hypothetical protein
IKELMNLG_00427	CDS	1173				hypothetical protein
IKELMNLG_00428	CDS	633				hypothetical protein
IKELMNLG_00429	CDS	783	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
IKELMNLG_00430	CDS	984	fpuA		COG0614	Petrobactin-binding protein FpuA
IKELMNLG_00431	CDS	2085	fpuB		COG0609	Petrobactin import system permease protein FpuB
IKELMNLG_00432	CDS	597				hypothetical protein
IKELMNLG_00433	CDS	1338				putative inactive lipase
IKELMNLG_00434	CDS	1539	proP_1			Proline/betaine transporter
IKELMNLG_00435	CDS	939				hypothetical protein
IKELMNLG_00436	CDS	750				hypothetical protein
IKELMNLG_00437	CDS	492				hypothetical protein
IKELMNLG_00438	CDS	93				hypothetical protein
IKELMNLG_00439	CDS	336	carC_1	1.3.99.26	COG1233	All-trans-zeta-carotene desaturase
IKELMNLG_00440	CDS	288				hypothetical protein
IKELMNLG_00441	CDS	879	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IKELMNLG_00442	CDS	1620				hypothetical protein
IKELMNLG_00443	CDS	507				hypothetical protein
IKELMNLG_00444	CDS	1173	alpha-LP_1	3.4.21.12		Alpha-lytic protease
IKELMNLG_00445	CDS	444				hypothetical protein
IKELMNLG_00446	CDS	1341	khtU_1		COG0475	K(+)/H(+) antiporter subunit KhtU
IKELMNLG_00447	CDS	195				hypothetical protein
IKELMNLG_00448	CDS	414				hypothetical protein
IKELMNLG_00449	CDS	1182				hypothetical protein
IKELMNLG_00450	CDS	297				hypothetical protein
IKELMNLG_00451	CDS	711				hypothetical protein
IKELMNLG_00452	CDS	258				hypothetical protein
IKELMNLG_00453	CDS	729	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IKELMNLG_00454	CDS	762				hypothetical protein
IKELMNLG_00455	CDS	2493	napA_1	1.9.6.1		Periplasmic nitrate reductase
IKELMNLG_00456	CDS	492				hypothetical protein
IKELMNLG_00457	CDS	534				hypothetical protein
IKELMNLG_00458	CDS	564				hypothetical protein
IKELMNLG_00459	CDS	1041	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
IKELMNLG_00460	CDS	1221				hypothetical protein
IKELMNLG_00461	CDS	528				hypothetical protein
IKELMNLG_00462	CDS	1341	arsB		COG1055	Arsenical pump membrane protein
IKELMNLG_00463	CDS	768				hypothetical protein
IKELMNLG_00464	CDS	324				hypothetical protein
IKELMNLG_00465	CDS	705				hypothetical protein
IKELMNLG_00466	CDS	792	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
IKELMNLG_00467	CDS	1041	adhT_1	1.1.1.1		Alcohol dehydrogenase
IKELMNLG_00468	CDS	1530				hypothetical protein
IKELMNLG_00469	CDS	621	yciO		COG0009	putative protein YciO
IKELMNLG_00470	CDS	756				hypothetical protein
IKELMNLG_00471	CDS	1428				hypothetical protein
IKELMNLG_00472	CDS	987	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
IKELMNLG_00473	CDS	831		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
IKELMNLG_00474	CDS	642	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
IKELMNLG_00475	CDS	2373				hypothetical protein
IKELMNLG_00476	CDS	468	bcpB	1.11.1.15	COG1225	Putative peroxiredoxin
IKELMNLG_00477	CDS	381				hypothetical protein
IKELMNLG_00478	CDS	870	rhaR_1			HTH-type transcriptional activator RhaR
IKELMNLG_00479	CDS	1197	fsr			Fosmidomycin resistance protein
IKELMNLG_00480	CDS	657				hypothetical protein
IKELMNLG_00481	CDS	1455	mdtD_2			Putative multidrug resistance protein MdtD
IKELMNLG_00482	CDS	981	ligD_2		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
IKELMNLG_00483	CDS	777				hypothetical protein
IKELMNLG_00484	CDS	942	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
IKELMNLG_00485	CDS	525				hypothetical protein
IKELMNLG_00486	CDS	954	sigF_1		COG1191	RNA polymerase sigma factor SigF
IKELMNLG_00487	CDS	372				hypothetical protein
IKELMNLG_00488	CDS	801			COG3324	Putative glyoxylase CFP32
IKELMNLG_00489	CDS	2148	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
IKELMNLG_00490	CDS	516				hypothetical protein
IKELMNLG_00491	CDS	273				hypothetical protein
IKELMNLG_00492	CDS	2010	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
IKELMNLG_00493	CDS	1719	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
IKELMNLG_00494	CDS	1362	mak_1	2.7.1.175	COG3281	Maltokinase
IKELMNLG_00495	CDS	2226	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IKELMNLG_00496	CDS	1092	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
IKELMNLG_00497	CDS	237				hypothetical protein
IKELMNLG_00498	CDS	1911		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IKELMNLG_00499	CDS	435				hypothetical protein
IKELMNLG_00500	CDS	3996	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IKELMNLG_00501	CDS	2475				hypothetical protein
IKELMNLG_00502	CDS	393				hypothetical protein
IKELMNLG_00503	CDS	900	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
IKELMNLG_00504	CDS	378	rsbS		COG1366	RsbT antagonist protein RsbS
IKELMNLG_00505	CDS	441	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
IKELMNLG_00506	CDS	1065				hypothetical protein
IKELMNLG_00507	CDS	1743				hypothetical protein
IKELMNLG_00508	CDS	1377		1.6.99.-	COG1252	NADH dehydrogenase-like protein
IKELMNLG_00509	CDS	2247				hypothetical protein
IKELMNLG_00510	CDS	396				hypothetical protein
IKELMNLG_00511	CDS	843				hypothetical protein
IKELMNLG_00512	CDS	240				hypothetical protein
IKELMNLG_00513	CDS	900	sigF_2		COG1191	RNA polymerase sigma factor SigF
IKELMNLG_00514	CDS	447				hypothetical protein
IKELMNLG_00515	CDS	282				hypothetical protein
IKELMNLG_00516	CDS	1479	speA	4.1.1.19	COG1982	Arginine decarboxylase
IKELMNLG_00517	CDS	456				hypothetical protein
IKELMNLG_00518	CDS	1311	entS_1		COG0477	Enterobactin exporter EntS
IKELMNLG_00519	CDS	615	argO			Arginine exporter protein ArgO
IKELMNLG_00520	CDS	903			COG0583	putative HTH-type transcriptional regulator
IKELMNLG_00521	CDS	252	whiB1_1			Transcriptional regulator WhiB1
IKELMNLG_00522	CDS	354				hypothetical protein
IKELMNLG_00523	CDS	1674		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
IKELMNLG_00524	CDS	624				hypothetical protein
IKELMNLG_00525	CDS	633				hypothetical protein
IKELMNLG_00526	CDS	747	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
IKELMNLG_00527	CDS	1233				hypothetical protein
IKELMNLG_00528	CDS	873			COG0589	Universal stress protein/MSMEI_3859
IKELMNLG_00529	CDS	1677		1.18.1.2		Ferredoxin--NADP reductase
IKELMNLG_00530	CDS	1479	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_00531	CDS	354				hypothetical protein
IKELMNLG_00532	CDS	2958				hypothetical protein
IKELMNLG_00533	CDS	1305				hypothetical protein
IKELMNLG_00534	CDS	678				hypothetical protein
IKELMNLG_00535	CDS	960	psdht	4.2.1.-		Phenylserine dehydratase
IKELMNLG_00536	CDS	1617				hypothetical protein
IKELMNLG_00537	CDS	978	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
IKELMNLG_00538	CDS	429	ssgB_1			Sporulation-specific cell division protein SsgB
IKELMNLG_00539	CDS	504				hypothetical protein
IKELMNLG_00540	CDS	354				hypothetical protein
IKELMNLG_00541	CDS	984	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
IKELMNLG_00542	CDS	1260	sdgC	1.14.13.209		Salicyloyl-CoA 5-hydroxylase
IKELMNLG_00543	CDS	708	rnhA	3.1.26.4		Ribonuclease H
IKELMNLG_00544	CDS	798			COG3324	Putative glyoxylase CFP32
IKELMNLG_00545	CDS	483				hypothetical protein
IKELMNLG_00546	CDS	654	clpP1_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
IKELMNLG_00547	CDS	603	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
IKELMNLG_00548	CDS	462				hypothetical protein
IKELMNLG_00549	CDS	888	sigF_3		COG1191	RNA polymerase sigma factor SigF
IKELMNLG_00550	CDS	456				hypothetical protein
IKELMNLG_00551	CDS	585				hypothetical protein
IKELMNLG_00552	CDS	417				hypothetical protein
IKELMNLG_00553	CDS	1203				hypothetical protein
IKELMNLG_00554	CDS	411				hypothetical protein
IKELMNLG_00555	CDS	384				hypothetical protein
IKELMNLG_00556	CDS	993	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
IKELMNLG_00557	CDS	885	benM_2			HTH-type transcriptional regulator BenM
IKELMNLG_00558	CDS	516				hypothetical protein
IKELMNLG_00559	CDS	1080	add_1	3.5.4.4	COG1816	Adenosine deaminase
IKELMNLG_00560	CDS	396				hypothetical protein
IKELMNLG_00561	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKELMNLG_00562	CDS	600				hypothetical protein
IKELMNLG_00563	CDS	900	pdxI_2	1.1.1.65		Pyridoxine 4-dehydrogenase
IKELMNLG_00564	CDS	891				hypothetical protein
IKELMNLG_00565	CDS	165				hypothetical protein
IKELMNLG_00566	CDS	444				hypothetical protein
IKELMNLG_00567	CDS	270				hypothetical protein
IKELMNLG_00568	CDS	960				hypothetical protein
IKELMNLG_00569	CDS	486	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
IKELMNLG_00570	CDS	714	chpB			Chaplin-B
IKELMNLG_00571	CDS	1632	caeA_1	3.1.1.-		Carboxylesterase A
IKELMNLG_00572	CDS	1095				hypothetical protein
IKELMNLG_00573	CDS	1029	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
IKELMNLG_00574	CDS	1317				hypothetical protein
IKELMNLG_00575	CDS	1509				55.5 kDa and 49.5 kDa sporulation proteins
IKELMNLG_00576	CDS	1143				hypothetical protein
IKELMNLG_00577	CDS	1938				hypothetical protein
IKELMNLG_00578	CDS	498				hypothetical protein
IKELMNLG_00579	CDS	621				hypothetical protein
IKELMNLG_00580	CDS	903			COG0589	Universal stress protein
IKELMNLG_00581	CDS	243				hypothetical protein
IKELMNLG_00582	CDS	906	pip_1	3.4.11.5		Proline iminopeptidase
IKELMNLG_00583	CDS	1518	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IKELMNLG_00584	CDS	1776	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
IKELMNLG_00585	CDS	126				hypothetical protein
IKELMNLG_00586	CDS	1572			COG1233	putative protein
IKELMNLG_00587	CDS	2238	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
IKELMNLG_00588	CDS	903				hypothetical protein
IKELMNLG_00589	CDS	513				hypothetical protein
IKELMNLG_00590	CDS	360				hypothetical protein
IKELMNLG_00591	CDS	1665	qcrB_1	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
IKELMNLG_00592	CDS	411	ctaF_1	1.9.3.1		Cytochrome c oxidase polypeptide 4
IKELMNLG_00593	CDS	1677	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
IKELMNLG_00594	CDS	2805				hypothetical protein
IKELMNLG_00595	CDS	636				hypothetical protein
IKELMNLG_00596	CDS	1512	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_00597	CDS	690	afsQ1_2			Transcriptional regulatory protein AfsQ1
IKELMNLG_00598	CDS	945				hypothetical protein
IKELMNLG_00599	CDS	1578				hypothetical protein
IKELMNLG_00600	CDS	1026			COG0330	putative protein
IKELMNLG_00601	CDS	432				hypothetical protein
IKELMNLG_00602	CDS	735	gbpA_1			GlcNAc-binding protein A
IKELMNLG_00603	CDS	456				hypothetical protein
IKELMNLG_00604	CDS	1122	tet(X)_3	1.14.13.231		Flavin-dependent monooxygenase
IKELMNLG_00605	CDS	711				hypothetical protein
IKELMNLG_00606	CDS	1170		2.3.1.233	COG3424	1,3,6,8-tetrahydroxynaphthalene synthase
IKELMNLG_00607	CDS	2160				hypothetical protein
IKELMNLG_00608	CDS	627				hypothetical protein
IKELMNLG_00609	CDS	1038	btuF_1			Vitamin B12-binding protein
IKELMNLG_00610	CDS	774	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
IKELMNLG_00611	CDS	1011	hmuU_1		COG0609	Hemin transport system permease protein HmuU
IKELMNLG_00612	CDS	561				hypothetical protein
IKELMNLG_00613	CDS	1068				hypothetical protein
IKELMNLG_00614	CDS	747	yjhP_2			putative protein YjhP
IKELMNLG_00615	CDS	165				hypothetical protein
IKELMNLG_00616	CDS	2889				hypothetical protein
IKELMNLG_00617	CDS	1740				hypothetical protein
IKELMNLG_00618	CDS	462				hypothetical protein
IKELMNLG_00619	CDS	234				hypothetical protein
IKELMNLG_00620	CDS	861				hypothetical protein
IKELMNLG_00621	CDS	1101				hypothetical protein
IKELMNLG_00622	CDS	861		3.8.1.3	COG0596	Fluoroacetate dehalogenase
IKELMNLG_00623	CDS	195				hypothetical protein
IKELMNLG_00624	CDS	351				hypothetical protein
IKELMNLG_00625	CDS	705				hypothetical protein
IKELMNLG_00626	CDS	741				hypothetical protein
IKELMNLG_00627	CDS	507				hypothetical protein
IKELMNLG_00628	CDS	546				hypothetical protein
IKELMNLG_00629	CDS	420				hypothetical protein
IKELMNLG_00630	CDS	1539	alsT		COG1115	Amino-acid carrier protein AlsT
IKELMNLG_00631	CDS	789				hypothetical protein
IKELMNLG_00632	CDS	267				hypothetical protein
IKELMNLG_00633	CDS	816				hypothetical protein
IKELMNLG_00634	CDS	951	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
IKELMNLG_00635	CDS	510	sigJ_1			ECF RNA polymerase sigma factor SigJ
IKELMNLG_00636	CDS	747				hypothetical protein
IKELMNLG_00637	CDS	888	fur7	2.5.1.124		Furaquinocin biosynthesis prenyltransferase
IKELMNLG_00638	CDS	264				putative protein
IKELMNLG_00639	CDS	3720				hypothetical protein
IKELMNLG_00640	CDS	2019				hypothetical protein
IKELMNLG_00641	CDS	222				hypothetical protein
IKELMNLG_00642	CDS	1191				hypothetical protein
IKELMNLG_00643	CDS	1056				hypothetical protein
IKELMNLG_00644	CDS	873	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IKELMNLG_00645	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IKELMNLG_00646	CDS	765	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IKELMNLG_00647	CDS	354				hypothetical protein
IKELMNLG_00648	CDS	1929				hypothetical protein
IKELMNLG_00649	CDS	516				hypothetical protein
IKELMNLG_00650	CDS	3762				hypothetical protein
IKELMNLG_00651	CDS	471				hypothetical protein
IKELMNLG_00652	CDS	2727				hypothetical protein
IKELMNLG_00653	CDS	237				hypothetical protein
IKELMNLG_00654	CDS	432				hypothetical protein
IKELMNLG_00655	CDS	2361				hypothetical protein
IKELMNLG_00656	CDS	675	gntR_1			putative D-xylose utilization operon transcriptional repressor
IKELMNLG_00657	CDS	1278				hypothetical protein
IKELMNLG_00658	CDS	933	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IKELMNLG_00659	CDS	960	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
IKELMNLG_00660	CDS	2019				hypothetical protein
IKELMNLG_00661	CDS	819				hypothetical protein
IKELMNLG_00662	CDS	942	fdh_1	1.1.1.122		D-threo-aldose 1-dehydrogenase
IKELMNLG_00663	CDS	783	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKELMNLG_00664	CDS	834				hypothetical protein
IKELMNLG_00665	CDS	1863				hypothetical protein
IKELMNLG_00666	CDS	2349				hypothetical protein
IKELMNLG_00667	CDS	543	yycB_2		COG2807	putative transporter YycB
IKELMNLG_00668	CDS	459				hypothetical protein
IKELMNLG_00669	CDS	1068	rebD	1.21.98.2		Dichlorochromopyrrolate synthase
IKELMNLG_00670	CDS	999	ilvC_1	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IKELMNLG_00671	CDS	1419	xylE_1			D-xylose-proton symporter
IKELMNLG_00672	CDS	825				hypothetical protein
IKELMNLG_00673	CDS	804				hypothetical protein
IKELMNLG_00674	CDS	837				hypothetical protein
IKELMNLG_00675	CDS	456				hypothetical protein
IKELMNLG_00676	CDS	348				hypothetical protein
IKELMNLG_00677	CDS	768	dauE	1.1.1.362		Aklaviketone reductase DauE
IKELMNLG_00678	CDS	351				hypothetical protein
IKELMNLG_00679	CDS	483				hypothetical protein
IKELMNLG_00680	CDS	738				hypothetical protein
IKELMNLG_00681	CDS	2814				hypothetical protein
IKELMNLG_00682	CDS	402				hypothetical protein
IKELMNLG_00683	CDS	609	rutE_1	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
IKELMNLG_00684	CDS	831				hypothetical protein
IKELMNLG_00685	CDS	1467	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
IKELMNLG_00686	CDS	333				hypothetical protein
IKELMNLG_00687	CDS	2775				hypothetical protein
IKELMNLG_00688	CDS	744				hypothetical protein
IKELMNLG_00689	CDS	408				hypothetical protein
IKELMNLG_00690	CDS	2772				hypothetical protein
IKELMNLG_00691	CDS	441				hypothetical protein
IKELMNLG_00692	CDS	720				hypothetical protein
IKELMNLG_00693	CDS	951	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
IKELMNLG_00694	CDS	789				hypothetical protein
IKELMNLG_00695	CDS	471				hypothetical protein
IKELMNLG_00696	CDS	1536	mdtD_3			Putative multidrug resistance protein MdtD
IKELMNLG_00697	CDS	495				hypothetical protein
IKELMNLG_00698	CDS	453				hypothetical protein
IKELMNLG_00699	CDS	741				hypothetical protein
IKELMNLG_00700	CDS	2688	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
IKELMNLG_00701	CDS	1254				hypothetical protein
IKELMNLG_00702	CDS	492				hypothetical protein
IKELMNLG_00703	CDS	846				hypothetical protein
IKELMNLG_00704	CDS	1620	qcrB_2	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
IKELMNLG_00705	CDS	939		1.17.1.9		Formate dehydrogenase, mitochondrial
IKELMNLG_00706	CDS	765				hypothetical protein
IKELMNLG_00707	CDS	1263	andAa	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
IKELMNLG_00708	CDS	744	mshB_2	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
IKELMNLG_00709	CDS	1101				hypothetical protein
IKELMNLG_00710	CDS	1392				hypothetical protein
IKELMNLG_00711	CDS	636				hypothetical protein
IKELMNLG_00712	CDS	897				hypothetical protein
IKELMNLG_00713	CDS	498	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
IKELMNLG_00714	CDS	390				hypothetical protein
IKELMNLG_00715	CDS	1731	sdhA_1	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
IKELMNLG_00716	CDS	747				hypothetical protein
IKELMNLG_00717	CDS	597	yceI_2			Protein YceI
IKELMNLG_00718	CDS	267	whiB1_2			Transcriptional regulator WhiB1
IKELMNLG_00719	CDS	927				hypothetical protein
IKELMNLG_00720	CDS	879	sigJ_2			ECF RNA polymerase sigma factor SigJ
IKELMNLG_00721	CDS	252				hypothetical protein
IKELMNLG_00722	CDS	555				hypothetical protein
IKELMNLG_00723	CDS	1356	ndh	1.6.99.3	COG1252	NADH dehydrogenase
IKELMNLG_00724	CDS	735				hypothetical protein
IKELMNLG_00725	CDS	903	sigJ_3			ECF RNA polymerase sigma factor SigJ
IKELMNLG_00726	CDS	537				hypothetical protein
IKELMNLG_00727	CDS	486				hypothetical protein
IKELMNLG_00728	CDS	345				hypothetical protein
IKELMNLG_00729	CDS	813	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
IKELMNLG_00730	CDS	1212	hmp_2	1.14.12.17		Flavohemoprotein
IKELMNLG_00731	CDS	2799				hypothetical protein
IKELMNLG_00732	CDS	903				hypothetical protein
IKELMNLG_00733	CDS	2247	ydfJ_2		COG2409	Membrane protein YdfJ
IKELMNLG_00734	CDS	1194	lnrJ	2.7.13.3		Sensor histidine kinase LnrJ
IKELMNLG_00735	CDS	678	degU_1		COG2197	Transcriptional regulatory protein DegU
IKELMNLG_00736	CDS	939	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IKELMNLG_00737	CDS	348			COG0789	putative HTH-type transcriptional regulator
IKELMNLG_00738	CDS	261				hypothetical protein
IKELMNLG_00739	CDS	144				hypothetical protein
IKELMNLG_00740	CDS	1188	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
IKELMNLG_00741	CDS	795				hypothetical protein
IKELMNLG_00742	CDS	321				hypothetical protein
IKELMNLG_00743	CDS	2151	apeX_1		COG2409	Apo-petrobactin exporter
IKELMNLG_00744	CDS	1374	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_00745	CDS	693	mprA_1			Response regulator MprA
IKELMNLG_00746	CDS	177				hypothetical protein
IKELMNLG_00747	CDS	987	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
IKELMNLG_00748	CDS	600	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
IKELMNLG_00749	CDS	411				hypothetical protein
IKELMNLG_00750	CDS	861				hypothetical protein
IKELMNLG_00751	CDS	984				hypothetical protein
IKELMNLG_00752	CDS	552				hypothetical protein
IKELMNLG_00753	CDS	552				hypothetical protein
IKELMNLG_00754	CDS	2016	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
IKELMNLG_00755	CDS	372				hypothetical protein
IKELMNLG_00756	CDS	897				hypothetical protein
IKELMNLG_00757	CDS	2109				hypothetical protein
IKELMNLG_00758	CDS	843	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
IKELMNLG_00759	CDS	537				hypothetical protein
IKELMNLG_00760	CDS	606	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IKELMNLG_00761	CDS	783	hmp_3	1.14.12.17		Flavohemoprotein
